Label,Iteration,Qubits,Abs_Error,Exp_Value,Ideal_Value,Circuit_Density,Job_ID,Method_Index
16: no_dd,1,16,0.46923828125,0.53076171875,1.0,0.140625,d4trmjeaec6c738qlmf0,0
16: no_dd,2,16,0.46337890625,0.53662109375,1.0,0.140625,d4trmjsgk3fc73at905g,0
16: no_dd,3,16,0.49365234375,0.50634765625,1.0,0.140625,d4trmk7g0u6s73d92lc0,0
16: dd_xx,1,16,0.52880859375,0.47119140625,1.0,0.140625,d4trmjeaec6c738qlmf0,1
16: dd_xx,2,16,0.5458984375,0.4541015625,1.0,0.140625,d4trmjsgk3fc73at905g,1
16: dd_xx,3,16,0.50341796875,0.49658203125,1.0,0.140625,d4trmk7g0u6s73d92lc0,1
16: dd_cust,1,16,0.541015625,0.458984375,1.0,0.140625,d4trmjeaec6c738qlmf0,2
16: dd_cust,2,16,0.556640625,0.443359375,1.0,0.140625,d4trmjsgk3fc73at905g,2
16: dd_cust,3,16,0.5595703125,0.4404296875,1.0,0.140625,d4trmk7g0u6s73d92lc0,2
19: no_dd,1,19,0.10498046875,0.10498046875,0.0,0.11911357340720222,d4trmjeaec6c738qlmf0,0
19: no_dd,2,19,0.1474609375,0.1474609375,0.0,0.11911357340720222,d4trmjsgk3fc73at905g,0
19: no_dd,3,19,0.13330078125,0.13330078125,0.0,0.11911357340720222,d4trmk7g0u6s73d92lc0,0
19: dd_xx,1,19,0.06396484375,0.06396484375,0.0,0.11911357340720222,d4trmjeaec6c738qlmf0,1
19: dd_xx,2,19,0.0693359375,0.0693359375,0.0,0.11911357340720222,d4trmjsgk3fc73at905g,1
19: dd_xx,3,19,0.05224609375,0.05224609375,0.0,0.11911357340720222,d4trmk7g0u6s73d92lc0,1
19: dd_cust,1,19,0.01904296875,0.01904296875,0.0,0.11911357340720222,d4trmjeaec6c738qlmf0,2
19: dd_cust,2,19,0.068359375,0.068359375,0.0,0.11911357340720222,d4trmjsgk3fc73at905g,2
19: dd_cust,3,19,0.0634765625,0.0634765625,0.0,0.11911357340720222,d4trmk7g0u6s73d92lc0,2
22: no_dd,1,22,0.49853515625,0.50146484375,1.0,0.10330578512396695,d4trmjeaec6c738qlmf0,0
22: no_dd,2,22,0.48046875,0.51953125,1.0,0.10330578512396695,d4trmjsgk3fc73at905g,0
22: no_dd,3,22,0.501953125,0.498046875,1.0,0.10330578512396695,d4trmk7g0u6s73d92lc0,0
22: dd_xx,1,22,0.591796875,0.408203125,1.0,0.10330578512396695,d4trmjeaec6c738qlmf0,1
22: dd_xx,2,22,0.58349609375,0.41650390625,1.0,0.10330578512396695,d4trmjsgk3fc73at905g,1
22: dd_xx,3,22,0.59130859375,0.40869140625,1.0,0.10330578512396695,d4trmk7g0u6s73d92lc0,1
22: dd_cust,1,22,0.58642578125,0.41357421875,1.0,0.10330578512396695,d4trmjeaec6c738qlmf0,2
22: dd_cust,2,22,0.58203125,0.41796875,1.0,0.10330578512396695,d4trmjsgk3fc73at905g,2
22: dd_cust,3,22,0.59765625,0.40234375,1.0,0.10330578512396695,d4trmk7g0u6s73d92lc0,2
